player,playerId,teamId,position,positionSource,primaryArchetype,archetypeConfidence,secondaryArchetype,rawDRBL,posteriorDRBL,posteriorReliability,calibrationIntercept,calibrationSlope,finalAbilityDRBL100,actualOnCourtPossessions,replacementLevelDRBL100,aboveReplacementRate,pointsPerWin,DRBL_WAA,DRBL_WAR,oldDisplayedWAR,newDisplayedWAR,warChange,oldRank,newAbilityRank,newWaaRank,newWarRank,modelVersion,calibrationVersion,replacementVersion,warFormulaVersion
Jusuf Nurkić,203994,1610612756,UNKNOWN,unavailable,finisher,0.6833,creator,-0.9788,-0.9561,0.9561,0,5.835417,-5.579242,4353,-1.488615,-4.090627,38.714286,-6.27325,-4.599465,-1.42,-4.599465,-3.179465,507,500,510,510,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Orlando Robinson,1631115,1610612758,UNKNOWN,unavailable,finisher,0.6988,creator,-1.405,-0.63,0.9403,0,5.835417,-3.676312,3152,-1.488615,-2.187698,38.714286,-2.993142,-1.781157,-1.48,-1.781157,-0.301157,508,456,454,470,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ricky Council IV,1641741,1610612755,UNKNOWN,unavailable,creator,0.5231,finisher,-0.9109,-0.0481,0.9622,0,5.835417,-0.280684,5086,-1.488615,1.207931,38.714286,-0.368742,1.586892,-1.54,1.586892,3.126892,509,252,300,203,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Rob Dillingham,1642265,1610612750,UNKNOWN,unavailable,finisher,0.8881,creator,-2.1823,-1.051,0.9139,0,5.835417,-6.133023,2124,-1.488615,-4.644408,38.714286,-3.364789,-2.548083,-1.55,-2.548083,-0.998083,510,515,466,484,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Maxi Kleber,1628467,1610612742,UNKNOWN,unavailable,creator,0.5495,finisher,-1.7742,-1.1549,0.9304,0,5.835417,-6.739323,2673,-1.488615,-5.250708,38.714286,-4.653117,-3.625313,-1.58,-3.625313,-2.045313,511,525,491,504,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Caleb Martin,1628997,1610612755,UNKNOWN,unavailable,creator,0.4889,finisher,-0.9713,-0.4612,0.9608,0,5.835417,-2.691294,4907,-1.488615,-1.202679,38.714286,-3.41119,-1.524385,-1.59,-1.524385,0.065615,512,414,471,462,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Julius Randle,203944,1610612750,UNKNOWN,unavailable,finisher,0.7628,creator,-0.5376,-0.1565,0.9783,0,5.835417,-0.913243,8998,-1.488615,0.575372,38.714286,-2.122565,1.337284,-1.61,1.337284,2.947284,513,303,428,215,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaden Hardy,1630702,1610612742,UNKNOWN,unavailable,finisher,0.7363,creator,-1.3111,-1.1204,0.9495,0,5.835417,-6.538001,3760,-1.488615,-5.049386,38.714286,-6.349822,-4.904053,-1.64,-4.904053,-3.264053,514,524,511,516,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bam Adebayo,1628389,1610612748,UNKNOWN,unavailable,finisher,0.7213,creator,-0.4657,-0.8048,0.9815,0,5.835417,-4.696343,10589,-1.488615,-3.207729,38.714286,-12.845279,-8.77367,-1.64,-8.77367,-7.13367,515,486,546,542,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dillon Jones,1641794,1610612760,UNKNOWN,unavailable,finisher,0.5128,creator,-2.1545,-1.289,0.9207,0,5.835417,-7.521852,2322,-1.488615,-6.033237,38.714286,-4.511446,-3.618607,-1.67,-3.618607,-1.948607,516,537,488,503,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Keon Johnson,1630553,1610612751,UNKNOWN,unavailable,finisher,0.7243,creator,-0.6465,-0.6728,0.975,0,5.835417,-3.926068,7816,-1.488615,-2.437454,38.714286,-7.926312,-4.920958,-1.68,-4.920958,-3.240958,517,463,522,517,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Julian Strawther,1631124,1610612743,UNKNOWN,unavailable,finisher,0.821,creator,-0.8844,-0.6282,0.9665,0,5.835417,-3.665809,5768,-1.488615,-2.177194,38.714286,-5.461649,-3.243778,-1.7,-3.243778,-1.543778,518,455,499,499,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tidjane Salaün,1642275,1610612766,UNKNOWN,unavailable,creator,0.8658,finisher,-1.0736,-0.5191,0.9614,0,5.835417,-3.029165,4975,-1.488615,-1.54055,38.714286,-3.892644,-1.979692,-1.78,-1.979692,-0.199692,519,428,481,474,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jordan Hawkins,1641722,1610612740,UNKNOWN,unavailable,finisher,0.672,creator,-0.9948,-0.9744,0.9648,0,5.835417,-5.68603,5481,-1.488615,-4.197415,38.714286,-8.050034,-5.942518,-1.82,-5.942518,-4.122518,520,504,523,528,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
GG Jackson,1641713,1610612763,UNKNOWN,unavailable,finisher,0.6104,creator,-2.8466,-1.2333,0.9068,0,5.835417,-7.196819,1946,-1.488615,-5.708205,38.714286,-3.61753,-2.869268,-1.85,-2.869268,-1.019268,521,529,475,494,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Klay Thompson,202691,1610612742,UNKNOWN,unavailable,finisher,0.8804,creator,-0.6887,-0.3807,0.9761,0,5.835417,-2.221543,8166,-1.488615,-0.732928,38.714286,-4.685898,-1.545965,-1.87,-1.545965,0.324035,522,400,492,465,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Davion Mitchell,1630558,1610612761,UNKNOWN,unavailable,finisher,0.8142,creator,-0.7102,-0.9665,0.9763,0,5.835417,-5.63993,8229,-1.488615,-4.151315,38.714286,-11.988077,-8.82392,-1.95,-8.82392,-6.87392,523,501,544,543,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Scottie Barnes,1630567,1610612761,UNKNOWN,unavailable,finisher,0.6302,creator,-0.6576,-0.7043,0.9782,0,5.835417,-4.109884,8958,-1.488615,-2.621269,38.714286,-9.509756,-6.065288,-1.96,-6.065288,-4.105288,524,470,537,529,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Andre Jackson Jr.,1641748,1610612749,UNKNOWN,unavailable,finisher,0.7983,creator,-1.5117,-1.0756,0.9518,0,5.835417,-6.276574,3953,-1.488615,-4.787959,38.714286,-6.408822,-4.888842,-1.99,-4.888842,-2.898842,525,519,512,515,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Vasilije Micić,203995,1610612766,UNKNOWN,unavailable,finisher,0.709,creator,-1.9261,-1.1747,0.9397,0,5.835417,-6.854864,3118,-1.488615,-5.366249,38.714286,-5.520821,-4.32191,-2,-4.32191,-2.32191,526,527,500,509,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Chris Paul,101108,1610612759,UNKNOWN,unavailable,finisher,0.8088,creator,-0.6487,-0.5874,0.9789,0,5.835417,-3.427724,9301,-1.488615,-1.939109,38.714286,-8.235011,-4.658656,-2.01,-4.658656,-2.648656,527,445,526,512,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Spencer Dinwiddie,203915,1610612742,UNKNOWN,unavailable,finisher,0.5446,creator,-0.6867,-0.4499,0.978,0,5.835417,-2.625354,8876,-1.488615,-1.136739,38.714286,-6.019132,-2.606195,-2.03,-2.606195,-0.576195,528,410,507,486,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Yves Missi,1642274,1610612740,UNKNOWN,unavailable,finisher,0.6698,creator,-0.7612,-0.7318,0.9757,0,5.835417,-4.270358,8030,-1.488615,-2.781743,38.714286,-8.857447,-5.769807,-2.04,-5.769807,-3.729807,529,475,530,524,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Malik Monk,1628370,1610612758,UNKNOWN,unavailable,finisher,0.8298,creator,-0.7394,-0.6254,0.9771,0,5.835417,-3.64947,8545,-1.488615,-2.160855,38.714286,-8.055093,-4.769429,-2.11,-4.769429,-2.659429,530,453,524,513,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
KJ Simpson,1642354,1610612766,UNKNOWN,unavailable,creator,0.5354,finisher,-1.8806,-1.4729,0.9442,0,5.835417,-8.594985,3382,-1.488615,-7.10637,38.714286,-7.508401,-6.207978,-2.12,-6.207978,-4.087978,531,543,520,530,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Josh Giddey,1630581,1610612741,UNKNOWN,unavailable,finisher,0.7053,creator,-0.7767,-0.851,0.9782,0,5.835417,-4.96594,8977,-1.488615,-3.477325,38.714286,-11.514933,-8.063159,-2.32,-8.063159,-5.743159,532,492,543,541,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Elfrid Payton,203901,1610612740,UNKNOWN,unavailable,connector,0.3449,defender,-3.5399,-1.0102,0.9101,0,5.835417,-5.894938,2025,-1.488615,-4.406323,38.714286,-3.083422,-2.304783,-2.39,-2.304783,0.085217,533,510,460,480,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dennis Schröder,203471,1610612751,UNKNOWN,unavailable,finisher,0.7507,creator,-0.861,-0.4594,0.9774,0,5.835417,-2.68079,8663,-1.488615,-1.192176,38.714286,-5.998738,-2.667702,-2.49,-2.667702,-0.177702,534,411,506,488,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dejounte Murray,1627749,1610612740,UNKNOWN,unavailable,finisher,0.5425,creator,-1.8513,-1.2793,0.9545,0,5.835417,-7.465248,4195,-1.488615,-5.976634,38.714286,-8.089189,-6.476157,-2.59,-6.476157,-3.886157,535,535,525,533,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cade Cunningham,1630595,1610612765,UNKNOWN,unavailable,finisher,0.8151,creator,-0.8046,-0.5886,0.9809,0,5.835417,-3.434726,10295,-1.488615,-1.946111,38.714286,-9.13371,-5.175148,-2.76,-5.175148,-2.415148,536,446,534,518,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
D'Angelo Russell,1626156,1610612747,UNKNOWN,unavailable,finisher,0.6184,creator,-1.3603,-0.7554,0.9685,0,5.835417,-4.408074,6146,-1.488615,-2.919459,38.714286,-6.997939,-4.634722,-2.79,-4.634722,-1.844722,537,477,517,511,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nick Smith Jr.,1641733,1610612766,UNKNOWN,unavailable,finisher,0.7919,creator,-1.4871,-1.0141,0.9658,0,5.835417,-5.917696,5645,-1.488615,-4.429081,38.714286,-8.6287,-6.458123,-2.8,-6.458123,-3.658123,538,512,527,532,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Scoot Henderson,1630703,1610612757,UNKNOWN,unavailable,finisher,0.6951,creator,-1.171,-0.837,0.9733,0,5.835417,-4.884244,7279,-1.488615,-3.395629,38.714286,-9.183279,-6.384409,-2.84,-6.384409,-3.544409,539,490,535,531,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Andrew Nembhard,1629614,1610612754,UNKNOWN,unavailable,finisher,0.7567,creator,-1.1352,-1.169,0.9742,0,5.835417,-6.821602,7546,-1.488615,-5.332987,38.714286,-13.296334,-10.394799,-2.86,-10.394799,-7.534799,540,526,547,546,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Patrick Williams,1630172,1610612741,UNKNOWN,unavailable,finisher,0.7035,creator,-1.2736,-0.6412,0.9715,0,5.835417,-3.741669,6807,-1.488615,-2.253054,38.714286,-6.578848,-3.961468,-2.89,-3.961468,-1.071468,541,461,516,506,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bilal Coulibaly,1641731,1610612764,UNKNOWN,unavailable,finisher,0.6138,creator,-1.1072,-0.8396,0.9762,0,5.835417,-4.899416,8214,-1.488615,-3.410801,38.714286,-10.395078,-7.236688,-3.03,-7.236688,-4.206688,542,491,539,536,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jamal Shead,1642347,1610612761,UNKNOWN,unavailable,finisher,0.8034,creator,-1.5499,-1.7622,0.9682,0,5.835417,-10.283171,6099,-1.488615,-8.794556,38.714286,-16.199979,-13.854834,-3.15,-13.854834,-10.704834,543,552,551,550,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cody Williams,1642262,1610612762,UNKNOWN,unavailable,creator,0.8743,connector,-2.212,-1.3881,0.9573,0,5.835417,-8.100142,4486,-1.488615,-6.611527,38.714286,-9.386002,-7.661076,-3.31,-7.661076,-4.351076,544,542,536,538,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Keyonte George,1641718,1610612762,UNKNOWN,unavailable,finisher,0.7005,creator,-1.1746,-1.0559,0.9777,0,5.835417,-6.161616,8764,-1.488615,-4.673002,38.714286,-13.948444,-10.578572,-3.43,-10.578572,-7.148572,545,516,549,547,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ben Simmons,1627732,1610612751,UNKNOWN,unavailable,finisher,0.8051,creator,-2.4481,-1.1009,0.9573,0,5.835417,-6.42421,4480,-1.488615,-4.935595,38.714286,-7.434068,-5.711449,-3.66,-5.711449,-2.051449,546,521,519,523,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Terry Rozier,1626179,1610612748,UNKNOWN,unavailable,finisher,0.6019,creator,-1.7082,-1.0579,0.9705,0,5.835417,-6.173287,6584,-1.488615,-4.684672,38.714286,-10.498689,-7.967055,-3.75,-7.967055,-4.217055,547,517,540,540,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Draymond Green,203110,1610612744,UNKNOWN,unavailable,finisher,0.552,creator,-1.4062,-0.713,0.9767,0,5.835417,-4.160652,8372,-1.488615,-2.672037,38.714286,-8.997448,-5.778305,-3.92,-5.778305,-1.858305,548,471,531,525,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Carlton Carrington,1642267,1610612764,UNKNOWN,unavailable,finisher,0.7912,creator,-1.2643,-0.8633,0.981,0,5.835417,-5.037715,10321,-1.488615,-3.5491,38.714286,-13.430251,-9.461692,-4.35,-9.461692,-5.111692,549,494,548,544,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Stephon Castle,1642264,1610612759,UNKNOWN,unavailable,finisher,0.5092,creator,-1.5299,-0.8116,0.9778,0,5.835417,-4.736024,8820,-1.488615,-3.247409,38.714286,-10.789746,-7.398341,-4.5,-7.398341,-2.898341,550,487,542,537,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kyle Kuzma,1628398,1610612764,UNKNOWN,unavailable,finisher,0.6405,creator,-1.6346,-0.7811,0.9764,0,5.835417,-4.558044,8258,-1.488615,-3.069429,38.714286,-9.722594,-6.547285,-4.5,-6.547285,-2.047285,551,484,538,534,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Alexandre Sarr,1642259,1610612764,UNKNOWN,unavailable,creator,0.5769,finisher,-1.8634,-1.1014,0.9747,0,5.835417,-6.427128,7695,-1.488615,-4.938513,38.714286,-12.774806,-9.815978,-4.78,-9.815978,-5.035978,552,522,545,545,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trae Young,1629027,1610612737,UNKNOWN,unavailable,finisher,0.6338,creator,-1.3884,-1.2486,0.9832,0,5.835417,-7.286101,11689,-1.488615,-5.797486,38.714286,-21.998917,-17.504344,-5.41,-17.504344,-12.094344,553,531,554,551,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Russell Westbrook,201566,1610612743,UNKNOWN,unavailable,finisher,0.7205,creator,-2.0751,-1.5653,0.9783,0,5.835417,-9.134178,9022,-1.488615,-7.645563,38.714286,-21.286341,-17.817265,-6.24,-17.817265,-11.577265,554,549,553,552,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Collier,1642268,1610612762,UNKNOWN,unavailable,finisher,0.5758,creator,-2.7165,-2.369,0.9749,0,5.835417,-13.824102,7772,-1.488615,-12.335487,38.714286,-27.752267,-24.763832,-7.04,-24.763832,-17.723832,555,555,555,553,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
